County,FIPS,Average Annual Count,State
Lee County,37105,361,North Carolina(6)
Butler County,39017,2077,Ohio(6)
Gillespie County,48171,218,Texas(7)
Mecklenburg County,37119,4949,North Carolina(6)
Hardin County,48199,322,Texas(7)
Dixon County,31051,36,Nebraska(6)
Hamblen County,47063,388,Tennessee(6)
Tulsa County,40143,3422,Oklahoma(6)
Webster County,28155,62,Mississippi(6)
Crook County,41013,180,Oregon(6)
Wabash County,17185,78,Illinois(7)
Dutchess County,36027,1848,New York(7)
Miner County,46097,15,South Dakota(6)
Lyon County,32019,388,Nevada(6)
Grayson County,48181,810,Texas(7)
Summit County,39153,3299,Ohio(6)
Oxford County,23017,422,Maine(6)
Lauderdale County,47097,144,Tennessee(6)
Lawrence County,42073,601,Pennsylvania(6)
Pittsburg County,40121,279,Oklahoma(6)
Craig County,51045,36,Virginia(6)
Pushmataha County,40127,76,Oklahoma(6)
St. Helena Parish,22091,71,Louisiana(7)
Shasta County,6089,1206,California(7)
Hill County,30041,85,Montana(6)
Cass County,17017,79,Illinois(7)
Martin County,12085,1409,Florida(6)
Washington County,1129,98,Alabama(6)
Talladega County,1121,494,Alabama(6)
Chester County,45023,203,South Carolina(6)
Henderson County,47077,173,Tennessee(6)
York County,31185,89,Nebraska(6)
Madison County,31119,198,Nebraska(6)
Sussex County,10005,1903,Delaware(6)
Butler County,1013,122,Alabama(6)
Dallas County,5039,49,Arkansas(6)
Roane County,47145,391,Tennessee(6)
Ward County,38101,328,North Dakota(6)
Bertie County,37015,128,North Carolina(6)
Harlan County,31083,25,Nebraska(6)
Hamilton County,47065,2164,Tennessee(6)
Lowndes County,28087,332,Mississippi(6)
Union County,17181,123,Illinois(7)
Culpeper County,51047,292,Virginia(6)
Winnebago County,55139,965,Wisconsin(6)
Whiteside County,17195,380,Illinois(7)
Midland County,26111,519,Michigan(6)
Henry County,29083,150,Missouri(6)
Spotsylvania County,51177,724,Virginia(6)
Benzie County,26019,145,Michigan(6)
Guthrie County,19077,74,Iowa(7)
Reynolds County,29179,46,Missouri(6)
Grainger County,47057,159,Tennessee(6)
Steele County,27147,223,Minnesota(6)
Crawford County,42039,570,Pennsylvania(6)
Yadkin County,37197,246,North Carolina(6)
Rockland County,36087,1777,New York(7)
Bladen County,37017,211,North Carolina(6)
Callaway County,29027,260,Missouri(6)
Josephine County,41033,679,Oregon(6)
Tom Green County,48451,629,Texas(7)
Waseca County,27161,114,Minnesota(6)
Hancock County,19081,76,Iowa(7)
Autauga County,1001,324,Alabama(6)
Nuckolls County,31129,34,Nebraska(6)
Ozark County,29153,71,Missouri(6)
Van Buren County,19177,51,Iowa(7)
Mercer County,42085,770,Pennsylvania(6)
Orange County,37135,744,North Carolina(6)
Limestone County,48293,141,Texas(7)
Tate County,28137,160,Mississippi(6)
Boone County,5009,244,Arkansas(6)
Somervell County,48425,58,Texas(7)
Fairfield County,9001,5384,Connecticut(7)
Copiah County,28029,170,Mississippi(6)
Glynn County,13127,565,Georgia(7)
Comanche County,40031,569,Oklahoma(6)
Lafayette County,29107,205,Missouri(6)
Lake County,17097,3772,Illinois(7)
Tuscarawas County,39157,582,Ohio(6)
Coles County,17029,272,Illinois(7)
Carroll County,33003,427,New Hampshire(6)
Hennepin County,27053,6537,Minnesota(6)
Ballard County,21007,53,Kentucky(7)
Jones County,28067,385,Mississippi(6)
Harrison County,48203,396,Texas(7)
Screven County,13251,93,Georgia(7)
Pickens County,45077,712,South Carolina(6)
Iron County,55051,56,Wisconsin(6)
Davis County,19051,52,Iowa(7)
Berkshire County,25003,949,Massachusetts(7)
St. Louis County,29189,6035,Missouri(6)
Audrain County,29007,151,Missouri(6)
Durham County,37063,1559,North Carolina(6)
Lamar County,28073,320,Mississippi(6)
St. John the Baptist Parish,22095,227,Louisiana(7)
Bonner County,16017,346,Idaho(7)
Custer County,30017,75,Montana(6)
Champaign County,17019,939,Illinois(7)
Saline County,5125,719,Arkansas(6)
Greene County,39057,967,Ohio(6)
Kingfisher County,40073,84,Oklahoma(6)
Linn County,29115,80,Missouri(6)
Crawford County,39033,278,Ohio(6)
Schleicher County,48413,15,Texas(7)
Kootenai County,16055,1040,Idaho(7)
Phillips County,5107,107,Arkansas(6)
Monroe County,17133,213,Illinois(7)
Grand Forks County,38035,330,North Dakota(6)
Wake County,37183,5126,North Carolina(6)
Bedford County,47003,266,Tennessee(6)
Mower County,27099,236,Minnesota(6)
Blue Earth County,27013,324,Minnesota(6)
Howell County,29091,247,Missouri(6)
Anne Arundel County,24003,3173,Maryland(6)
Multnomah County,41051,4034,Oregon(6)
Buncombe County,37021,1720,North Carolina(6)
Noble County,40103,71,Oklahoma(6)
DeKalb County,47041,127,Tennessee(6)
Worcester County,25027,4854,Massachusetts(7)
Lafayette County,5073,48,Arkansas(6)
Winnebago County,17201,1672,Illinois(7)
Phelps County,29161,244,Missouri(6)
Grand Traverse County,26055,615,Michigan(6)
Washington County,13303,123,Georgia(7)
Hyde County,46069,10,South Dakota(6)
Sheboygan County,55117,725,Wisconsin(6)
Orleans County,50019,187,Vermont(6)
Obion County,47131,201,Tennessee(6)
Shelby County,19165,84,Iowa(7)
Angelina County,48005,478,Texas(7)
Massac County,17127,95,Illinois(7)
Ector County,48135,619,Texas(7)
Mercer County,54055,402,West Virginia(6)
Big Horn County,30003,61,Montana(6)
Daggett County,49009,7,Utah(7)
Victoria County,48469,490,Texas(7)
Fayette County,47047,287,Tennessee(6)
Coleman County,48083,62,Texas(7)
Rogers County,40131,531,Oklahoma(6)
Lake County,46079,72,South Dakota(6)
Wilson County,37195,480,North Carolina(6)
Kimble County,48267,33,Texas(7)
Rusk County,48401,302,Texas(7)
Elk County,42047,219,Pennsylvania(6)
Bedford County,42009,335,Pennsylvania(6)
Hillsborough County,33011,2397,New Hampshire(6)
Westchester County,36119,5867,New York(7)
Bradley County,5011,66,Arkansas(6)
Murray County,27101,63,Minnesota(6)
Dent County,29065,99,Missouri(6)
Lucas County,19117,59,Iowa(7)
Franklin County,39049,6011,Ohio(6)
Ashland County,55003,104,Wisconsin(6)
Portage County,39133,923,Ohio(6)
Saunders County,31155,134,Nebraska(6)
San Luis Obispo County,6079,1792,California(7)
Teton County,30099,43,Montana(6)
Pitt County,37147,816,North Carolina(6)
Crawford County,19047,97,Iowa(7)
Barton County,29011,73,Missouri(6)
Brooke County,54009,167,West Virginia(6)
Gonzales County,48177,108,Texas(7)
Lincoln County,46083,297,South Dakota(6)
Norfolk City,51710,1060,Virginia(6)
Ulster County,36111,1185,New York(7)
Oconee County,45073,559,South Carolina(6)
Sebastian County,5131,704,Arkansas(6)
Carroll County,19027,135,Iowa(7)
Charlotte County,51037,82,Virginia(6)
Grundy County,29079,63,Missouri(6)
Washington County,24043,911,Maryland(6)
McLennan County,48309,1282,Texas(7)
Stark County,39151,2345,Ohio(6)
Galveston County,48167,1818,Texas(7)
Winnebago County,19189,70,Iowa(7)
Hunt County,48231,547,Texas(7)
Washington County,40147,320,Oklahoma(6)
Sumter County,1119,70,Alabama(6)
Norfolk County,25021,4198,Massachusetts(7)
Richland County,17159,105,Illinois(7)
Arenac County,26011,115,Michigan(6)
Henrico County,51087,1826,Virginia(6)
Custer County,31041,71,Nebraska(6)
Newton County,28101,118,Mississippi(6)
Montgomery County,37123,172,North Carolina(6)
Polk County,31143,34,Nebraska(6)
DeSoto County,12027,226,Florida(6)
Evans County,13109,60,Georgia(7)
Hale County,1065,94,Alabama(6)
York County,45091,1431,South Carolina(6)
Wright County,29229,114,Missouri(6)
Bristol County,25005,3357,Massachusetts(7)
Manatee County,12081,3101,Florida(6)
Etowah County,1055,640,Alabama(6)
Trempealeau County,55121,186,Wisconsin(6)
Potter County,42105,118,Pennsylvania(6)
Jefferson County,54037,335,West Virginia(6)
Isle of Wight County,51093,244,Virginia(6)
Fayette County,42051,873,Pennsylvania(6)
St. Francis County,5123,134,Arkansas(6)
Caledonia County,50005,199,Vermont(6)
Gratiot County,26057,240,Michigan(6)
Hettinger County,38041,18,North Dakota(6)
Tippah County,28139,125,Mississippi(6)
Henderson County,21101,270,Kentucky(7)
Gallatin County,17059,35,Illinois(7)
Grimes County,48185,173,Texas(7)
McDonough County,17109,157,Illinois(7)
Knox County,47093,2564,Tennessee(6)
Douglas County,55031,274,Wisconsin(6)
Pontotoc County,40123,212,Oklahoma(6)
Story County,19169,402,Iowa(7)
Gloucester County,51073,255,Virginia(6)
Ada County,16001,2490,Idaho(7)
Jefferson County,19101,113,Iowa(7)
Moniteau County,29135,85,Missouri(6)
Carson City,32510,377,Nevada(6)
Delaware County,39041,1063,Ohio(6)
Susquehanna County,42115,284,Pennsylvania(6)
McLeod County,27085,230,Minnesota(6)
Carroll County,28015,72,Mississippi(6)
Taylor County,48441,684,Texas(7)
Augusta County,51015,520,Virginia(6)
Briscoe County,48045,11,Texas(7)
Poweshiek County,19157,120,Iowa(7)
Howard County,31093,43,Nebraska(6)
Allen County,39003,603,Ohio(6)
Androscoggin County,23001,663,Maine(6)
Clearwater County,16035,73,Idaho(7)
Orangeburg County,45075,530,South Carolina(6)
Buffalo County,31019,247,Nebraska(6)
Noxubee County,28103,57,Mississippi(6)
Jefferson County,55055,499,Wisconsin(6)
Santa Barbara County,6083,2292,California(7)
McIntosh County,40091,142,Oklahoma(6)
Wilson County,47189,798,Tennessee(6)
Houston County,27055,127,Minnesota(6)
Stanley County,46117,19,South Dakota(6)
Franklin County,23007,208,Maine(6)
Lamar County,1075,91,Alabama(6)
Todd County,21219,67,Kentucky(7)
Menifee County,21165,43,Kentucky(7)
Faulkner County,5045,572,Arkansas(6)
Oscoda County,26135,66,Michigan(6)
New Castle County,10003,3132,Delaware(6)
Catawba County,37035,957,North Carolina(6)
Saline County,29195,133,Missouri(6)
Jefferson County,42065,293,Pennsylvania(6)
Franklin County,47051,269,Tennessee(6)
St. Charles County,29183,2191,Missouri(6)
Harris County,13145,212,Georgia(7)
Pulaski County,13235,66,Georgia(7)
Anchorage Borough,2020,1291,Alaska(6)
Yoakum County,48501,34,Texas(7)
Oglala Lakota,46102,44,South Dakota(6)
Marion County,45067,187,South Carolina(6)
Botetourt County,51023,241,Virginia(6)
Adams County,19003,27,Iowa(7)
Sanilac County,26151,276,Michigan(6)
Leon County,12073,1345,Florida(6)
Franklin County,51067,388,Virginia(6)
Bolivar County,28011,172,Mississippi(6)
Beaver County,49001,32,Utah(7)
Osceola County,12097,1810,Florida(6)
Ellis County,48139,886,Texas(7)
Benton County,29015,167,Missouri(6)
Waupaca County,55135,349,Wisconsin(6)
King William County,51101,99,Virginia(6)
Potter County,46107,17,South Dakota(6)
Hardeman County,48197,24,Texas(7)
Somerset County,34035,1956,New Jersey(7)
Dorchester County,45035,812,South Carolina(6)
Clarendon County,45027,225,South Carolina(6)
Bonneville County,16019,554,Idaho(7)
Rutherford County,47149,1409,Tennessee(6)
Calhoun County,5013,33,Arkansas(6)
Scott County,28123,150,Mississippi(6)
Bledsoe County,47007,98,Tennessee(6)
Freestone County,48161,124,Texas(7)
Crawford County,17033,119,Illinois(7)
Montgomery County,47125,805,Tennessee(6)
Fayette County,13113,722,Georgia(7)
Carbon County,49007,111,Utah(7)
Laramie County,56021,543,Wyoming(6)
Portsmouth City,51740,499,Virginia(6)
Upson County,13293,170,Georgia(7)
Glascock County,13125,16,Georgia(7)
Coryell County,48099,318,Texas(7)
Grant County,55043,290,Wisconsin(6)
Washington County,47179,780,Tennessee(6)
Seminole County,40133,141,Oklahoma(6)
Independence County,5063,215,Arkansas(6)
Putnam County,47141,419,Tennessee(6)
Dauphin County,42043,1614,Pennsylvania(6)
Chittenden County,50007,875,Vermont(6)
Pope County,5115,340,Arkansas(6)
Philadelphia County,42101,7762,Pennsylvania(6)
Lafayette County,12067,45,Florida(6)
Gwinnett County,13135,4001,Georgia(7)
Tehama County,6103,405,California(7)
Webster County,21233,76,Kentucky(7)
Alcorn County,28003,208,Mississippi(6)
Freeborn County,27047,208,Minnesota(6)
Lapeer County,26087,554,Michigan(6)
Boone County,29019,798,Missouri(6)
Wexford County,26165,210,Michigan(6)
Hamilton County,48193,59,Texas(7)
Middlesex County,51119,95,Virginia(6)
Chesapeake City,51550,1225,Virginia(6)
Cuming County,31039,57,Nebraska(6)
McNairy County,47109,164,Tennessee(6)
Polk County,47139,115,Tennessee(6)
Laurens County,45059,405,South Carolina(6)
Bristol County,44001,325,Rhode Island(6)
Door County,55029,251,Wisconsin(6)
Titus County,48449,154,Texas(7)
Spartanburg County,45083,1769,South Carolina(6)
Florence County,45041,782,South Carolina(6)
Richmond City,51760,1083,Virginia(6)
Union County,34039,2960,New Jersey(7)
Washington County,50023,381,Vermont(6)
DuPage County,17043,5105,Illinois(7)
Shawano County,55115,269,Wisconsin(6)
Louisa County,51109,242,Virginia(6)
Fluvanna County,51065,171,Virginia(6)
Hickman County,21105,32,Kentucky(7)
Montgomery County,1101,1198,Alabama(6)
Wheeler County,48483,32,Texas(7)
Washita County,40149,63,Oklahoma(6)
Barron County,55005,318,Wisconsin(6)
Gem County,16045,129,Idaho(7)
Renville County,38075,15,North Dakota(6)
Rockdale County,13247,488,Georgia(7)
Early County,13099,64,Georgia(7)
Barnstable County,25001,1982,Massachusetts(7)
Grafton County,33009,596,New Hampshire(6)
Yuba County,6115,362,California(7)
La Crosse County,55063,652,Wisconsin(6)
Fulton County,5049,90,Arkansas(6)
Columbia County,55021,359,Wisconsin(6)
Lavaca County,48285,139,Texas(7)
Alachua County,12001,1297,Florida(6)
Kerr County,48265,399,Texas(7)
Passaic County,34031,2687,New Jersey(7)
Marathon County,55073,812,Wisconsin(6)
Liberty County,12077,42,Florida(6)
Kenai Peninsula Borough,2122,345,Alaska(6)
Barnes County,38003,73,North Dakota(6)
Virginia Beach City,51810,2316,Virginia(6)
Juab County,49023,47,Utah(7)
Marengo County,1091,116,Alabama(6)
Sequatchie County,47153,101,Tennessee(6)
Tompkins County,36109,508,New York(7)
DeSoto County,28033,871,Mississippi(6)
Grady County,40051,307,Oklahoma(6)
Rusk County,55107,105,Wisconsin(6)
Amherst County,51009,209,Virginia(6)
Eaton County,26045,659,Michigan(6)
Hancock County,13141,62,Georgia(7)
McDowell County,54047,131,West Virginia(6)
Leelanau County,26089,189,Michigan(6)
Adair County,40001,105,Oklahoma(6)
Carter County,30011,11,Montana(6)
Floyd County,51063,105,Virginia(6)
McCormick County,45065,90,South Carolina(6)
Edgar County,17045,113,Illinois(7)
Pike County,42103,415,Pennsylvania(6)
Lee County,5077,55,Arkansas(6)
Lancaster County,42071,3184,Pennsylvania(6)
Henry County,1067,118,Alabama(6)
Westmoreland County,51193,137,Virginia(6)
Clarke County,28023,100,Mississippi(6)
Carver County,27019,502,Minnesota(6)
Bennington County,50003,262,Vermont(6)
Pondera County,30073,38,Montana(6)
Le Flore County,40079,276,Oklahoma(6)
Kane County,17089,2585,Illinois(7)
Clay County,29047,1252,Missouri(6)
Burnet County,48053,328,Texas(7)
Jackson County,27063,69,Minnesota(6)
Iosco County,26069,207,Michigan(6)
Clay County,37043,96,North Carolina(6)
Yell County,5149,116,Arkansas(6)
Hendry County,12051,185,Florida(6)
Wood County,55141,489,Wisconsin(6)
Avery County,37011,121,North Carolina(6)
Prowers County,8099,65,Colorado(6)
Summers County,54089,88,West Virginia(6)
Franklin County,50011,278,Vermont(6)
Dane County,55025,2640,Wisconsin(6)
Williamson County,48491,2653,Texas(7)
Anderson County,45007,1180,South Carolina(6)
Delaware County,42045,3166,Pennsylvania(6)
Adams County,42001,668,Pennsylvania(6)
Manistee County,26101,187,Michigan(6)
St. Clair County,29185,69,Missouri(6)
Bibb County,1007,128,Alabama(6)
Tioga County,42117,279,Pennsylvania(6)
Overton County,47133,142,Tennessee(6)
Brown County,48049,237,Texas(7)
Brazoria County,48039,1647,Texas(7)
Morrow County,39117,210,Ohio(6)
San Juan County,53055,164,Washington(7)
Marion County,41047,1786,Oregon(6)
Bowie County,48037,514,Texas(7)
Cumberland County,23005,1830,Maine(6)
Barbour County,1005,158,Alabama(6)
Johnson County,29101,237,Missouri(6)
Perry County,47135,55,Tennessee(6)
Pulaski County,5119,2089,Arkansas(6)
Taney County,29213,361,Missouri(6)
Auglaize County,39011,271,Ohio(6)
Roseau County,27135,92,Minnesota(6)
Benton County,27009,197,Minnesota(6)
Red Willow County,31145,70,Nebraska(6)
San Patricio County,48409,340,Texas(7)
Frederick County,24021,1392,Maryland(6)
Alleghany County and Clifton Forge City,51005,112,Virginia(6)
Middlesex County,34023,4519,New Jersey(7)
Calhoun County,54013,45,West Virginia(6)
Putnam County,29171,33,Missouri(6)
Perkins County,31135,19,Nebraska(6)
Marin County,6041,1785,California(7)
Dallas County,19049,421,Iowa(7)
Navarro County,48349,282,Texas(7)
Emmons County,38029,27,North Dakota(6)
Randall County,48381,697,Texas(7)
Hamilton County,12047,82,Florida(6)
Chesterfield County,51041,1879,Virginia(6)
Forest County,55041,67,Wisconsin(6)
Lincoln County,28085,198,Mississippi(6)
Lee County,12071,5773,Florida(6)
Webster County,13307,16,Georgia(7)
Portage County,55097,382,Wisconsin(6)
Putnam County,39137,200,Ohio(6)
Dillingham Census Area,2070,19,Alaska(6)
Benton County,28009,45,Mississippi(6)
Baldwin County,1003,1450,Alabama(6)
Florence County,55037,35,Wisconsin(6)
Brookings County,46011,140,South Dakota(6)
Sanders County,30089,106,Montana(6)
Johnson County,5071,141,Arkansas(6)
Cass County,29037,601,Missouri(6)
Gulf County,12045,107,Florida(6)
Taliaferro County,13265,13,Georgia(7)
Windsor County,50027,402,Vermont(6)
Brule County,46015,32,South Dakota(6)
Boone County,17007,289,Illinois(7)
Richmond County,51159,58,Virginia(6)
Oldham County,48359,10,Texas(7)
Unicoi County,47171,121,Tennessee(6)
Lubbock County,48303,1323,Texas(7)
DeKalb County,13089,3515,Georgia(7)
Buckingham County,51029,106,Virginia(6)
Morgan County,47129,127,Tennessee(6)
Holt County,31089,66,Nebraska(6)
Kossuth County,19109,105,Iowa(7)
St. Clair County,1115,515,Alabama(6)
Archer County,48009,56,Texas(7)
Chippewa County,26033,218,Michigan(6)
Montgomery County,42091,4960,Pennsylvania(6)
Kewaunee County,55061,134,Wisconsin(6)
Wilkes County,37193,440,North Carolina(6)
Tooele County,49045,256,Utah(7)
King County,53033,10600,Washington(7)
Barry County,29009,227,Missouri(6)
Hyde County,37095,33,North Carolina(6)
Bee County,48025,138,Texas(7)
Walsh County,38099,72,North Dakota(6)
Hertford County,37091,136,North Carolina(6)
Clark County,17023,93,Illinois(7)
Eastland County,48133,116,Texas(7)
Lac qui Parle County,27073,53,Minnesota(6)
Kendall County,48259,265,Texas(7)
Cole County,29051,428,Missouri(6)
Marlboro County,45069,158,South Carolina(6)
DeWitt County,48123,121,Texas(7)
Klamath County,41035,438,Oregon(6)
Roanoke County,51161,615,Virginia(6)
Humboldt County,6023,769,California(7)
Newaygo County,26123,304,Michigan(6)
Marshall County,40095,102,Oklahoma(6)
Sullivan County,36105,469,New York(7)
Idaho County,16049,130,Idaho(7)
Webster County,29225,202,Missouri(6)
Sauk County,55111,391,Wisconsin(6)
Macon County,37113,291,North Carolina(6)
Butler County,31023,53,Nebraska(6)
Stevens County,27149,49,Minnesota(6)
Churchill County,32001,146,Nevada(6)
Outagamie County,55087,994,Wisconsin(6)
Providence County,44007,3425,Rhode Island(6)
Surry County,51181,50,Virginia(6)
Bleckley County,13023,71,Georgia(7)
Clackamas County,41005,2432,Oregon(6)
Charleston County,45019,2212,South Carolina(6)
Charles County,24017,806,Maryland(6)
Essex County,34013,4120,New Jersey(7)
Shelby County,39149,263,Ohio(6)
Moody County,46101,38,South Dakota(6)
Windham County,50025,311,Vermont(6)
Jim Wells County,48249,193,Texas(7)
Mecosta County,26107,234,Michigan(6)
Turner County,46125,55,South Dakota(6)
Doddridge County,54017,52,West Virginia(6)
Audubon County,19009,41,Iowa(7)
Mahoning County,39099,1480,Ohio(6)
Clinton County,29049,125,Missouri(6)
Yankton County,46135,140,South Dakota(6)
Henry County,39069,164,Ohio(6)
Shelby County,47157,4485,Tennessee(6)
Tarrant County,48439,8939,Texas(7)
Neshoba County,28099,150,Mississippi(6)
Blanco County,48031,88,Texas(7)
Amite County,28005,89,Mississippi(6)
Williamson County,47187,1172,Tennessee(6)
Bland County,51021,45,Virginia(6)
Bradley County,47011,594,Tennessee(6)
Scotts Bluff County,31157,212,Nebraska(6)
Grayson County,51077,111,Virginia(6)
Calhoun County,12013,83,Florida(6)
Walker County,13295,401,Georgia(7)
Wayne County,28153,110,Mississippi(6)
Forest County,42053,46,Pennsylvania(6)
Giles County,47055,191,Tennessee(6)
Powhatan County,51145,185,Virginia(6)
Colorado County,48089,132,Texas(7)
Mineral County,32021,33,Nevada(6)
Clarke County,13059,494,Georgia(7)
Lebanon County,42075,859,Pennsylvania(6)
Rock Island County,17161,862,Illinois(7)
Hockley County,48219,105,Texas(7)
Hays County,48209,939,Texas(7)
Huntingdon County,42061,281,Pennsylvania(6)
Falls County,48145,100,Texas(7)
Edwards County,17047,40,Illinois(7)
Lynchburg City,51680,352,Virginia(6)
Mercer County,39107,239,Ohio(6)
Calhoun County,26025,763,Michigan(6)
Missoula County,30063,592,Montana(6)
Hampden County,25013,2568,Massachusetts(7)
Madison County,47113,546,Tennessee(6)
Polk County,29167,174,Missouri(6)
Placer County,6061,2411,California(7)
Sweet Grass County,30097,27,Montana(6)
Chambers County,1017,215,Alabama(6)
Chatham County,13051,1510,Georgia(7)
Todd County,27153,163,Minnesota(6)
Tattnall County,13267,123,Georgia(7)
Fulton County,39051,242,Ohio(6)
Crittenden County,21055,56,Kentucky(7)
Columbia County,13073,745,Georgia(7)
Lamoille County,50015,150,Vermont(6)
Hughes County,40063,75,Oklahoma(6)
Carter County,40019,260,Oklahoma(6)
Sonoma County,6097,2994,California(7)
Bryan County,40013,248,Oklahoma(6)
Perry County,1105,53,Alabama(6)
Berrien County,26021,940,Michigan(6)
Warren County,28149,249,Mississippi(6)
Carbon County,30009,75,Montana(6)
Montgomery County,5097,65,Arkansas(6)
Newton County,29145,343,Missouri(6)
Fillmore County,31059,38,Nebraska(6)
Kershaw County,45055,380,South Carolina(6)
Tillman County,40141,42,Oklahoma(6)
Stone County,29209,255,Missouri(6)
Chippewa County,55017,386,Wisconsin(6)
Wayne County,39169,651,Ohio(6)
Coal County,40029,31,Oklahoma(6)
Torrance County,35057,98,New Mexico(7)
Traill County,38097,49,North Dakota(6)
Lincoln County,23015,277,Maine(6)
Ventura County,6111,4423,California(7)
Mobile County,1097,2208,Alabama(6)
Yamhill County,41071,588,Oregon(6)
Christian County,29043,453,Missouri(6)
Winston County,28159,111,Mississippi(6)
Colbert County,1033,345,Alabama(6)
Bullock County,1011,57,Alabama(6)
Jefferson County,1073,3530,Alabama(6)
Grant County,54023,73,West Virginia(6)
Lexington County,45063,1548,South Carolina(6)
Beckham County,40009,108,Oklahoma(6)
Orleans Parish,22071,1975,Louisiana(7)
Leake County,28079,117,Mississippi(6)
Matanuska-Susitna Borough,2170,471,Alaska(6)
Washington County,49053,1052,Utah(7)
Bastrop County,48021,486,Texas(7)
Jackson County,41029,1423,Oregon(6)
Jackson County,47087,80,Tennessee(6)
Stephenson County,17177,298,Illinois(7)
Wheeler County,41069,12,Oregon(6)
Poquoson City,51735,74,Virginia(6)
Okaloosa County,12091,1097,Florida(6)
Jefferson County,16051,122,Idaho(7)
Essex County,25009,4509,Massachusetts(7)
Laurens County,13175,271,Georgia(7)
Burnett County,55013,138,Wisconsin(6)
Keith County,31101,63,Nebraska(6)
Orange County,50017,194,Vermont(6)
Garfield County,40047,325,Oklahoma(6)
Isabella County,26073,276,Michigan(6)
Clark County,29045,42,Missouri(6)
Stark County,38089,146,North Dakota(6)
Hanover County,51085,639,Virginia(6)
Douglas County,32005,404,Nevada(6)
Claiborne County,28021,46,Mississippi(6)
Crook County,56011,48,Wyoming(6)
Mitchell County,48335,42,Texas(7)
Carroll County,5015,189,Arkansas(6)
Bowman County,38011,18,North Dakota(6)
Boyd County,31015,13,Nebraska(6)
Logan County,39091,268,Ohio(6)
Anderson County,48001,295,Texas(7)
Lee County,48287,103,Texas(7)
Dale County,1045,269,Alabama(6)
San Augustine County,48405,60,Texas(7)
Dodge County,55027,530,Wisconsin(6)
Cook County,17031,26155,Illinois(7)
Howard County,48227,161,Texas(7)
Pennington County,46103,610,South Dakota(6)
Houston County,1069,596,Alabama(6)
Oklahoma County,40109,3673,Oklahoma(6)
Montgomery County,13209,48,Georgia(7)
Rankin County,28121,803,Mississippi(6)
Radford City,51750,52,Virginia(6)
Osage County,40113,289,Oklahoma(6)
Van Wert County,39161,169,Ohio(6)
McLean County,17113,776,Illinois(7)
Hall County,31079,306,Nebraska(6)
Concordia Parish,22029,107,Louisiana(7)
Bingham County,16011,219,Idaho(7)
Mellette County,46095,9,South Dakota(6)
Schley County,13249,25,Georgia(7)
Beadle County,46005,105,South Dakota(6)
Bamberg County,45009,90,South Carolina(6)
Bulloch County,13031,314,Georgia(7)
Owyhee County,16073,67,Idaho(7)
Randolph County,1111,138,Alabama(6)
Decatur County,13087,158,Georgia(7)
Prince of Wales-Hyder Census Area,2198,34,Alaska(6)
Gallatin County,30031,494,Montana(6)
Jackson County,37099,242,North Carolina(6)
Indiana County,42063,485,Pennsylvania(6)
Chesterfield County,45025,254,South Carolina(6)
Winston County,1133,151,Alabama(6)
Shiawassee County,26155,402,Michigan(6)
Hancock County,39063,414,Ohio(6)
Calhoun County,48057,115,Texas(7)
Cache County,49005,436,Utah(7)
Palm Beach County,12099,10075,Florida(6)
Darlington County,45031,373,South Carolina(6)
Jerome County,16053,104,Idaho(7)
Van Buren County,26159,436,Michigan(6)
Ingham County,26065,1285,Michigan(6)
Chicot County,5017,66,Arkansas(6)
Pueblo County,8101,950,Colorado(6)
Callahan County,48059,87,Texas(7)
Jackson County,29095,3561,Missouri(6)
Tuscola County,26157,338,Michigan(6)
St. Louis City,29510,1483,Missouri(6)
Laclede County,29105,200,Missouri(6)
Bandera County,48019,164,Texas(7)
Val Verde County,48465,207,Texas(7)
Spink County,46115,41,South Dakota(6)
Macon County,1087,113,Alabama(6)
Paulding County,39125,113,Ohio(6)
Grant County,46051,50,South Dakota(6)
Ravalli County,30081,318,Montana(6)
Cumberland County,42041,1460,Pennsylvania(6)
Green County,55045,222,Wisconsin(6)
Rockbridge County,51163,165,Virginia(6)
Robertson County,48395,101,Texas(7)
Jo Daviess County,17085,164,Illinois(7)
Custer County,40039,130,Oklahoma(6)
Rockwall County,48397,467,Texas(7)
Adams County,28001,183,Mississippi(6)
Nash County,37127,546,North Carolina(6)
Koochiching County,27071,94,Minnesota(6)
Dallas County,48113,10481,Texas(7)
Clearfield County,42033,509,Pennsylvania(6)
Dade County,13083,95,Georgia(7)
Box Butte County,31013,60,Nebraska(6)
Wrangell Borough,2275,15,Alaska(6)
Canadian County,40017,681,Oklahoma(6)
Valley County,16085,82,Idaho(7)
Baker County,13007,20,Georgia(7)
Page County,51139,156,Virginia(6)
Hansford County,48195,25,Texas(7)
Watauga County,37189,262,North Carolina(6)
Goliad County,48175,47,Texas(7)
Collier County,12021,3004,Florida(6)
Ashley County,5003,120,Arkansas(6)
Transylvania County,37175,271,North Carolina(6)
Sumter County,45085,552,South Carolina(6)
Ray County,29177,138,Missouri(6)
Oneida County,16071,26,Idaho(7)
Davis County,49011,1331,Utah(7)
Twin Falls County,16083,438,Idaho(7)
Duval County,48131,51,Texas(7)
Chowan County,37041,98,North Carolina(6)
Monroe County,1099,122,Alabama(6)
Lake County,47095,38,Tennessee(6)
Randolph County,13243,45,Georgia(7)
Edmunds County,46045,27,South Dakota(6)
Wagoner County,40145,424,Oklahoma(6)
Hood River County,41027,126,Oregon(6)
